PROPERTY_ID,LOCATION,TOTAL_AREA,PRICE,PREDICTED_PRICE
0,"Kanathur Reddikuppam, Chennai",2583,19900000,19819000.0
1,"Ramanathan Nagar, Pozhichalur,Chennai",7000,22500000,23601000.0
2,"Kasthuribai Nagar, West Tambaram,Chennai",1320,10000000,9950000.0
3,"Naveenilaya,Chepauk, Triplicane,Chennai",4250,33300000,33221000.0
4,"Avadi, Chennai",960,4800000,4788000.0
5,"Siruseri, Chennai",940,4000000,4014000.0
6,"Thiran Flats ,Gowrivakkam, Sembakkam,Chennai",880,6000000,6006000.0
7,"Mahindra World City, Chennai",1700,7235000,7219650.0
8,"Brindavan Colony, West Tambaram,Chennai",840,4200000,4160640.0
9,"New Colony, Chromepet,Chennai",535,3000000,3006210.0
10,"Mahindra World City, Chennai",581,2940000,2950280.0
11,"Rose Avenue, Pallikaranai,Chennai",1444,13000000,13023000.0
12,"Ramakrishna Puram, West Mambalam,Chennai",6000,85000000,84405000.0
13,"Deepak Home,Mettuppalayam, Ashok Nagar,Chennai",878,11500000,11451000.0
14,"Chimaera Apartments,Madambakkam, Chennai",944,4900000,4867700.0
15,"Perungalathur, Chennai",1317,5700000,5693320.0
16,"Arun Excello ,Padappai, Chennai",820,2500000,2501600.0
17,"Tirumurthy Nagar, Nungambakkam,Chennai",1658,26000000,25894000.0
18,"Muttukadu, Chennai",4200,29700000,29625000.0
19,"Ramanathan Nagar, Pozhichalur,Chennai",2838,16200000,16850000.0
20,"Kolapakkam - Vandalur, Chennai",1566,10800000,10789000.0
21,"Penta Concept Enclave,Thiruverkkadu, Chennai",2350,10000000,9927500.0
22,"Mgr Nagar, Ayappakkam,Chennai",868,4000000,3999480.0
23,"Ultra Amaar Avenue Phase 2,Choolaimedu, Chennai",926,8900000,8900000.0
24,"Vallalar Kudil,Sarathi Nagar, Saidapet,Chennai",1090,6300000,6325000.0
25,"Elim Nagar, Perungudi,Chennai",1307,9000000,8981580.0
26,"Senganmal, Chennai",605,2500000,2503700.0
27,"Vaishnavi Nagar, Thirumullaivoyal,Chennai",967,4950000,4868600.0
28,"Live Green,Kattur, Chennai",586,2900000,2903400.0
29,"Tiruvancheri, Selaiyur,Chennai",1038,4500000,4509780.0
30,"Sholinganallur, Chennai",1500,7000000,7002000.0
31,"Semmanjeri, Semmancheri,Chennai",1133,4600000,4568000.0
32,"Annamalai Colony, Saligramam,Chennai",1100,8950000,8962000.0
33,"Vn Nattrunai ,Thirumullaivoyal, Chennai",1024,4500000,4496610.0
34,"Krishna Nagar, Sriperumbudur,Chennai",1508,5400000,5406500.0
35,"Ponmar, Chennai",1782,8700000,8768000.0
36,"Swarnambigai Nagar, Virugambakkam,Chennai",2500,25000000,24970000.0
37,"Sai Dhanu Regency,Radhakrishnan Nagar, Adyar,Chennai",900,7000000,7000000.0
38,"Meenakshi Avenue, West Tambaram,Chennai",537,2600000,2588000.0
39,"Kottavakkam, Chennai",1292,9000000,9056500.0
40,"Arjunamedu, Thiruverkkadu,Chennai",1096,5400000,5406870.0
41,"Bharathi Nagar, Ayanavaram,Chennai",2300,24000000,23938000.0
42,"Livegreen Constructions,Sembakkam, Chennai",586,2900000,2903400.0
43,"Arulmurugan Nagar, Old Pallavaram,Chennai",1112,9000000,8991000.0
44,"Veppampattu, Chennai",560,2480000,2483600.0
45,"Shankar Nagar, Pammal,Chennai",856,3700000,3702000.0
46,"Naveen Vanagaram,Kanchuma Puram, Vanagaram ,Chennai",1079,6500000,6493000.0
47,"Land Marvel Karpagambal,Jeth Nagar, Chennai",1100,12000000,11988000.0
48,"Madambakkam, Chennai",1432,5600000,5572000.0
49,"Urapakkam, Chennai",932,4500000,4499700.0
50,"Madambakkam, Chennai",1500,4500000,4350000.0
51,"Tambaram Mount, West Tambaram,Chennai",1200,7500000,7500000.0
52,"Building Velachery ,Anna Nagar Extension, Velachery,Chennai",590,3200000,3204300.0
53,"Shri Vihar ,Sembakkam, Chennai",1570,8500000,8511510.0
54,"Krishnaveni Nagar, Medavakkam,Chennai",808,3600000,3600600.0
55,"Ma. Po. Si. Nagar, Thiruvallur,Chennai",1582,5000000,5053900.0
56,"Tnhb Colony, Villivakkam,Chennai",2400,22500000,22442000.0
57,"Anchorage,Mandavelipakkam, Raja Annamalai Puram,Chennai",1350,16000000,16042000.0
58,"Kandasamy Nagar, Porur,Chennai",1400,6500000,6506000.0
59,"Viswas Castle,Urapakkam, Chennai",950,3200000,3205560.0
60,"Puzhal, Chennai",850,5500000,5499500.0
61,"Venkateshwara Nagar, Ramapuram,Chennai",860,5400000,5399500.0
62,"Velachery, Chennai",1300,7900000,7884500.0
63,"Ramakrishna Nagar, Raja Annamalai Puram,Chennai",780,8500000,8558000.0
64,"Kallikuppam, Ambattur,Chennai",1100,6700000,6703000.0
65,"Ags Colony, Adambakkam,Chennai",1193,9900000,9902000.0
66,"Lakshmipuram, Kolathur,Chennai",1350,12000000,11946000.0
67,"Veera Vanchinathan Nagar, Perungudi,Chennai",1200,7500000,7500000.0
68,"Akshaya,Periyar Nagar, Perambur,Chennai",946,6300000,6238000.0
69,"Thirumangalam, Anna Nagar West,Chennai",1065,8800000,8784500.0
70,"Mudichur, Chennai",580,2686000,2662500.0
71,"Ramaniyam Gauravv ,Sholinganallur, Chennai",1160,6490000,6484550.0
72,"Arasankazhani, Perumbakkam,Chennai",1055,5800000,5799940.0
73,"Dharan Singh Colony, Vadapalani,Chennai",1940,27500000,27544000.0
74,"Padmanabha Nagar, Choolaimedu,Chennai",938,9000000,8966000.0
75,"Maruthi Nagar, Sembakkam,Chennai",1712,11500000,11535000.0
76,"Padupakkam, Triplicane,Chennai",1328,23900000,24044000.0
77,"Pennalur, Chennai",1085,3000000,2993000.0
78,"Singaperumal Koil, Chennai",880,2728000,2733560.0
79,"Oragadam Sriperambattur, Chennai",1450,7000000,7067500.0
80,"Kelambakkam, Chennai",462,2800000,2782000.0
81,"Rc Navarathnam ,Sembiyan, Perambur,Chennai",900,9300000,9357000.0
82,"Nesamani Nagar, Perumbakkam,Chennai",904,4500000,4502500.0
83,"Kumaran Nagar, Kilpauk,Chennai",940,6500000,6497000.0
84,"Tirupathi Nagar, Valasaravakkam,Chennai",5400,51300000,51357000.0
85,"Ambattur, Chennai",795,4375000,4365000.0
86,"Anthony Nagar, Kolathur,Chennai",990,6900000,6922000.0
87,"Thandalam, Chennai",630,4500000,4500000.0
88,"Thirumangalam, Anna Nagar West,Chennai",1100,10000000,10000000.0
89,"Madambakkam, Chennai",598,2950000,2950000.0
90,"Nerkundram, Mogappair,Chennai",918,7200000,7230500.0
91,"Ambattur, Chennai",3300,37800000,37394000.0
92,"Kamakshi Nagar, Anakaputhur,Chennai",490,1500000,1493000.0
93,"Iyyappanthangal, Chennai",1791,13000000,12951000.0
94,"Oragadam Sriperambattur, Chennai",500,1800000,1800000.0
95,"Medavakkam, Chennai",1512,7800000,7725900.0
96,"Bharathi ,Thirumullaivoyal, Chennai",967,4850000,4844000.0
97,"Ponmar, Chennai",1669,7200000,7190610.0
98,"Sushil Nagar ,Unamancheri, Kolapakkam, Kolapakkam - Vandalur,Chennai",1065,3600000,3603500.0
99,"Thirumangalam, Anna Nagar West,Chennai",2661,30000000,29989000.0
100,"K G Signature City,Panneer Nagar, Mogappair,Chennai",1000,7200000,7210000.0
101,"Chinnaiyan Colony, Perambur,Chennai",8000,65000000,61773000.0
102,"Annanur, Ayappakkam,Chennai",640,1700000,1730980.0
103,"L & T Colony Phase Ii, Virugambakkam,Chennai",960,5850000,5815500.0
104,"Dwaraka Flats,Bhavani Nagar, Ayappakkam,Chennai",1168,5850000,5861500.0
105,"Surya Nagar, Kotturpuram,Chennai",1650,23000000,22989000.0
106,"Ert  Aprtment,Periyar Nagar, Chromepet,Chennai",763,4000000,3991000.0
107,"Tiruvottiyur, Chennai",836,4500000,4491430.0
108,"Adwaith Srinivasan Flat,Nanganallur, Chennai",518,4040000,4048000.0
109,"Vijaya Gardens, Valasaravakkam,Chennai",3500,30000000,29935000.0
110,"Ramakrishna Puram, West Mambalam,Chennai",620,5600000,5516990.0
111,"Veppampattu, Chennai",1000,3000000,2995000.0
112,"Parthasarathy Puram, T Nagar,Chennai",1495,27500000,27460000.0
113,"Mathangi Apartments,Samiyar Madam, Kodambakkam,Chennai",560,4500000,4522500.0
114,"Mango Farm,Natesan Nagar, Madhavaram,Chennai",831,4500000,4489500.0
115,"Srivatsam Flats ,Sembiyan, Perambur,Chennai",853,5000000,5019000.0
116,"Velachery, Chennai",994,6000000,5999750.0
117,"Periyar Nagar, Tiruvottiyur,Chennai",1800,11000000,11008000.0
118,"Ishwarya Malar Apartments ,Kuppusamy Nagar, Ayanavaram,Chennai",547,4100000,4087000.0
119,"Mylapore, Chennai",730,4500000,4502650.0
120,"Jb Homes,Vishnu Nagar, West Tambaram,Chennai",920,3300000,3297000.0
121,"Tirumalai Nagar, Koyambedu,Chennai",1400,11500000,11517000.0
122,"Avadi, Chennai",667,3200000,3189000.0
123,"Veppampattu, Chennai",1000,3900000,3937800.0
124,"Ram Nagar, Madipakkam,Chennai",850,5450000,5469500.0
125,"Leela Towers Kovilambakam,Rose Nagar, Kovilambakkam,Chennai",951,4500000,4491730.0
126,"Cheran Nagar, Perumbakkam,Chennai",1380,7700000,7731500.0
127,"Annamalai Colony, Saligramam,Chennai",1196,11000000,11008000.0
128,"Ambattur, Chennai",4800,42000000,41990000.0
129,"Moolakazhani, Chennai",690,3650000,3639000.0
130,"Lakshmipuram, Kolathur,Chennai",982,6000000,5985000.0
131,"Guduvancheri, Chennai",600,3650000,3638900.0
132,"Iswaryam Flats,Voc Nagar, Pammal,Chennai",770,3000000,3002000.0
133,"Tnhb Layout, Mathur,Chennai",840,3950000,3957500.0
134,"Mahindra World City, Chennai",1650,3900000,3975000.0
135,"Sai Sivam,Thirumangalam, Anna Nagar West,Chennai",1340,15300000,15892000.0
136,"Adityaram Nagar, Panaiyur,Chennai",3500,26000000,25913000.0
137,"Gotha Medu Housing Board, Saidapet,Chennai",1881,24400000,24373000.0
138,"Padur, Chennai",2232,12500000,12467000.0
139,"Padur, Chennai",2117,14000000,14000000.0
140,"Chembarambakkam, Chennai",1426,9460000,9484800.0
141,"Padur, Chennai",1121,6000000,6002500.0
142,"Padur, Chennai",1261,6700000,6689000.0
143,"Sholinganallur, Chennai",1689,13200000,13118000.0
144,"Padappai, Chennai",886,4500000,4504100.0
145,"Pallikaranai, Chennai",620,4500000,4501000.0
146,"Poonamallee, Chennai",1093,6000000,6003000.0
147,"Unamancheri, Kolapakkam, Kolapakkam - Vandalur,Chennai",1047,7000000,7000000.0
148,"Arasankazhani, Perumbakkam,Chennai",1559,8500000,8526560.0
149,"Manikandan Nagar, Thiruneermalai,Chennai",853,5000000,5019000.0
150,"Perungalathur, Chennai",1317,5200000,5261000.0
151,"Arulmurugan Nagar, Old Pallavaram,Chennai",618,5200000,5174000.0
152,"Ekkatuthangal, Chennai",1200,29000000,29226000.0
153,"Padur, Chennai",2150,16500000,16413000.0
154,"Chettipunyam, Chennai",604,2900000,2899590.0
155,"Chettipunyam, Chennai",836,3800000,3790790.0
156,"Bharathi Nagar, Gerugambakkam,Chennai",1009,7200000,7223000.0
157,"Periya Palayatamman Nagar, Manapakkam,Chennai",425,4700000,4688000.0
158,"Kundrathur, Chennai",711,4500000,4500000.0
159,"Oragadam Ambattur, Chennai",1545,12500000,12501000.0
160,"New Central Jail, Puzhal,Chennai",1551,8841000,8865990.0
161,"Oragadam Ambattur, Chennai",1352,8000000,7983250.0
162,"Kundrathur, Chennai",711,4500000,4500000.0
163,"Kundrathur, Chennai",711,4500000,4500000.0
164,"Korattur Tank, Korattur,Chennai",961,7200000,7231000.0
165,"Moolakazhani, Chennai",482,2400000,2405500.0
166,"Karapakkam, Chennai",1037,7200000,7179980.0
167,"Padur, Chennai",2200,15000000,14945000.0
168,"Buddhar Colony, Porur,Chennai",1080,5500000,5505000.0
169,"Mgr Nagar, Mangadu,Chennai",970,6300000,6353160.0
170,"Panneer Nagar, Mogappair,Chennai",620,4200000,4202000.0
171,"Siruseri, Chennai",570,1950000,1943200.0
172,"Pasumpon Nagar, Anakaputhur,Chennai",940,5500000,5488000.0
173,"Oragadam Sriperambattur, Chennai",1497,9900000,9915060.0
174,"Senganmal, Chennai",986,4200000,4207050.0
175,"Padur, Chennai",353,2050000,2065000.0
176,"Senganmal, Chennai",613,2700000,2697000.0
177,"Chettipunyam, Chennai",595,2400000,2396600.0
178,"Sai Enclave ,Kumananchavadi, Chennai",710,3800000,3799400.0
179,"Ramus Redidency,Kk Nagar, Chennai",980,11700000,11591000.0
180,"Nedunkundram, Chennai",650,6000000,6002000.0
181,"Govinda Swamy Nagar, Perungudi,Chennai",1080,7575000,7509000.0
182,"Housing ,Tnhb Colony, Villivakkam,Chennai",1400,7500000,7504000.0
183,"Periyar Nagar, Chromepet,Chennai",700,3800000,3800000.0
184,"Kalyanapuram, Ambattur,Chennai",840,5500000,5506500.0
185,"Sri Devi Nedil,Drivers Colony, T Nagar,Chennai",1987,38000000,37661000.0
186,"Tapas,T Nagar, Chennai",1484,25000000,25076000.0
187,"Akb Home ,Selaiyur, Chennai",801,3330000,3351300.0
188,"India Builder,Kathiravan Colony, Anna Nagar,Chennai",1461,22500000,22285000.0
189,"Cheran Nagar, Perumbakkam,Chennai",1290,8500000,8487500.0
190,"Guduvancheri, Chennai",875,3500000,3501000.0
191,"Pinnacle Crest,Sholinganallur, Chennai",608,5000000,5003000.0
192,"Avadi, Chennai",650,3000000,3014000.0
193,"Karapakkam, Chennai",561,5000000,5019000.0
194,"Pudupakkam, Chennai",1250,6500000,6495000.0
195,"Baskaran,Unamancheri, Kolapakkam, Kolapakkam - Vandalur,Chennai",1500,4000000,4005000.0
196,"Akshyam App,Irandam Kattalai, Thandalam,Chennai",760,4800000,4801850.0
197,"Annanur, Ambattur,Chennai",1070,6500000,6504000.0
198,"Kelambakkam, Chennai",462,2475000,2478750.0
199,"Color Avenue,Cheran Nagar, Perumbakkam,Chennai",935,4000000,3997000.0
200,"Balaji Nagar, Madipakkam,Chennai",865,5870000,5791400.0
201,"Yeswanth Nagar, Madambakkam,Chennai",830,4000000,3992000.0
202,"Kalanikethan Apartments ,Aspiran Garden Colony, Kilpauk,Chennai",1340,14500000,14467000.0
203,"Thangam Apartment ,Kathiravan Colony, Anna Nagar,Chennai",1600,17500000,17478000.0
204,"Kelambakkam, Chennai",1237,4400000,4374000.0
205,"Pudupakkam, Chennai",979,5700000,5701000.0
206,"Sendurpuram Extension, Iyyappanthangal,Chennai",556,3200000,3153500.0
207,"Cheran Nagar, Perumbakkam,Chennai",840,4500000,4493430.0
208,"Pudupakkam, Chennai",1064,4100000,4104870.0
209,"Akarsh Flats,Anthony Nagar, Kolathur,Chennai",932,6500000,6502500.0
210,"Jothi Towers,Cheran Nagar, Perumbakkam,Chennai",980,4500000,4485250.0
211,"Avadi, Chennai",902,4100000,4102000.0
212,"Mgr Puram West, Ayappakkam,Chennai",949,4200000,4202750.0
213,"Adayalampet, Maduravoyal,Chennai",1245,7719000,7715940.0
214,"Ramakrishna Puram, West Mambalam,Chennai",1269,16000000,16118000.0
215,"United Colony, Kolathur,Chennai",2220,6500000,6598000.0
216,"Kundrathur, Chennai",480,1850000,1863500.0
217,"Ashvin Apartment,Poonamallee, Chennai",900,5300000,5355820.0
218,"Hi Fi Enclave ,Iyyappanthangal, Chennai",1350,8600000,8609500.0
219,"Ak Beryl,Kamakshi Nagar, Anakaputhur,Chennai",1238,6999000,7014000.0
220,"Cheran Nagar, Perumbakkam,Chennai",1107,5700000,5695900.0
221,"Sri Sadhan Aynambakkam ,Agraharam, Kil Ayanambakkam,Chennai",908,5500000,5484700.0
222,"Mogappair, Chennai",1250,7500000,7507700.0
223,"Vembuli Flats,Sambanthanar Nagar, Pammal,Chennai",980,5400000,5407400.0
224,"Bangaru Colony, Kk Nagar,Chennai",826,6400000,6410000.0
225,"Kalyanapuram, Ambattur,Chennai",840,6500000,6482000.0
226,"Nsb Homes,Saraswathipuram, Chromepet,Chennai",900,4570000,4571400.0
227,"Kelambakkam, Chennai",690,3500000,3505400.0
228,"Nesamani Nagar, Perumbakkam,Chennai",915,5400000,5422000.0
229,"Virutcham,Cheran Nagar, Perumbakkam,Chennai",800,4500000,4496750.0
230,"Guna Home,Dharan Singh Colony, Vadapalani,Chennai",2400,10000000,9982000.0
231,"Jeswant Nagar, Ambattur Industrial Estate,Chennai",608,4500000,4502000.0
232,"Vigneshwara Nagar, Tharapakkam,Chennai",900,4800000,4805700.0
233,"Adayalampet, Maduravoyal,Chennai",840,5500000,5506500.0
234,"Adayalampet, Maduravoyal,Chennai",1040,6600000,6613500.0
235,"Vgp Prabhu Nagar, Medavakkam,Chennai",800,2800000,2792800.0
236,"Leelavathi Nagar, Tharapakkam,Chennai",1050,6800000,6759000.0
237,"Viswanatha Puram, Kodambakkam,Chennai",900,9600000,9554580.0
238,"Goparasanallur, Kattupakkam,Chennai",941,8000000,7994500.0
239,"Jc Shelters ,Perungalathur, Chennai",822,4000000,3986780.0
240,"Varadharajapuram, Chennai",1200,5000000,5006500.0
241,"Parangi Malai, St Thomas Mount,Chennai",874,5700000,5666000.0
242,"Annai Arul Park View Apartment,Rajakilpakkam, Chennai",1000,8400000,8386000.0
243,"Arasankazhani, Sithalapakkam,Chennai",1129,5600000,5601000.0
244,"Virrugambakkam, Koyambedu,Chennai",920,6500000,6503000.0
245,"Madambakkam, Chennai",773,4000000,4008500.0
246,"Avadi, Chennai",915,4500000,4495000.0
247,"Adayalampet, Maduravoyal,Chennai",840,5600000,5596020.0
248,"Ananthamaya Apartment,Bhavani Nagar, Pozhichalur,Chennai",2400,3300000,3145040.0
249,"Periyar Nagar, Velachery,Chennai",1152,10400000,10373000.0
250,"Manthope Colony, Ashok Nagar,Chennai",960,10500000,10517990.0
251,"Manthope Colony, Ashok Nagar,Chennai",960,10500000,10517990.0
252,"Adayalampet, Maduravoyal,Chennai",855,5500000,5492000.0
253,"Adayalampet, Maduravoyal,Chennai",890,5500000,5505000.0
254,"Natesa Nagar, Virugambakkam,Chennai",1365,11500000,11510000.0
255,"Yesodha Court,Vandalur R.F., Chennai",1010,3333000,3333820.0
256,"Unamancheri, Kolapakkam, Kolapakkam - Vandalur,Chennai",1734,11000000,11007000.0
257,"English County,Vengambakkam, Chennai",1645,8600000,8601420.0
258,"Vengambakkam, Chennai",1850,9300000,9274350.0
259,"Ask Dream Homes ,Mudichur, Chennai",830,3300000,3306790.0
260,"Avadi, Chennai",1403,6800000,6817000.0
261,"Gowri Garden,Kanathur, Uthandi,Chennai",965,4900000,4883000.0
262,"Duraisamy Nagar, Kotturpuram,Chennai",1840,24000000,24035000.0
263,"Shakthi Nagar, Kodambakkam,Chennai",916,8500000,8488980.0
264,"Guduvancheri, Chennai",814,2900000,2891800.0
265,"Hi Fi Enclave,Vgn Nagar, Iyyappanthangal,Chennai",1350,9891000,9886510.0
266,"Thandalam, Chennai",911,5111000,5106930.0
267,"Alangar,Tambaram East, Chennai",905,9900000,9859140.0
268,"Karanai Puthuchery, Chennai",850,3500000,3506000.0
269,"Maraimalai Nagar, Chennai",1200,4600000,4604500.0
270,"Lakshmipuram, Kolathur,Chennai",1150,7400000,7403000.0
271,"Vengaivasal, Medavakkam,Chennai",1000,7500000,7485000.0
272,"Siruseri, Chennai",830,4500000,4498750.0
273,"Anna Nagar, Chennai",857,8900000,8962600.0
274,"Siddharth Sriyaji Apartments,Choolai, Chennai",1150,10000000,9996000.0
275,"Senganmal, Chennai",1060,4200000,4203500.0
276,"Karunakaran Enclave,Jagannathan Colony, Perambur,Chennai",944,12000000,11977000.0
277,"Karapakkam, Chennai",1240,7000000,7000000.0
278,"Dharmarajapuram, Kolapakkam,Chennai",941,8500000,8458260.0
279,"Aquasphere,Semmanjeri, Semmancheri,Chennai",1150,5400000,5396690.0
280,"Mambakkam-Chengalpattu , Chennai",625,3100000,3085700.0
281,"Cto Colony ,Tambaram Mount, West Tambaram,Chennai",1200,7500000,7500000.0
282,"Kanathur Reddikuppam, Chennai",710,4700000,4698570.0
283,"Alapakkam, Maduravoyal,Chennai",801,7800000,7845800.0
284,"Panchayat Colony, Pammal,Chennai",850,6500000,6496000.0
285,"Arjunamedu, Thiruverkkadu,Chennai",2800,17000000,17112000.0
286,"Mambakkam-Chengalpattu , Chennai",625,3125000,3102200.0
287,"Muttukadu, Chennai",1540,13000000,13012000.0
288,"Pranav Foundations,Girigori Nagar, Manapakkam,Chennai",1365,7000000,7006000.0
289,"R D Appartment,Kamakshi Nagar, Anakaputhur,Chennai",1250,6400000,6374970.0
290,"Voc Nagar, Pammal,Chennai",840,5200000,5155500.0
291,"Perumanttunallur, Chennai",486,2100000,2112420.0
292,"Egattur, Chennai",1439,7600000,7616000.0
293,"Kamaraj Nagar, Perungudi,Chennai",1080,7000000,6989000.0
294,"Tirumala Nagar Annexe, Perungudi,Chennai",1105,7200000,7197000.0
295,"Bharathi Nagar, Chennai",1309,7200000,7190780.0
296,"Mgr Nagar, Ayappakkam,Chennai",777,4000000,4000000.0
297,"Royal Nest Apartment Chrompet ,Thiruneermalai, Chennai",1640,7500000,7503520.0
298,"Adhanur, Chennai",917,5500000,5506200.0
299,"Own Building ,Ramakrishna Puram, West Mambalam,Chennai",3700,45000000,44750000.0
300,"Perumanttunallur, Chennai",486,2050000,2053900.0
301,"Ponmar, Chennai",659,2800000,2798500.0
302,"Yasodha Court,Vandalur R.F., Chennai",1010,3333000,3333820.0
303,"Oragadam,Gandhi Nagar, Oragadam Ambattur,Chennai",1859,8000000,7998350.0
304,"Chembarambakkam, Chennai",1042,3400000,3373790.0
305,"Dsp Icon,Sithalapakkam, Chennai",502,2800000,2776500.0
306,"Thandalam, Chennai",1050,4100000,4110960.0
307,"Evergreen Royal Bloom Apartments ,Vandalur R.F., Chennai",827,3400000,3407120.0
308,"Lakshmipuram, Chromepet,Chennai",750,7000000,6995000.0
309,"Thirumangalam, Anna Nagar West,Chennai",1100,9500000,9503000.0
310,"Hananya Homes,Kelambakkam, Chennai",873,4200000,4193500.0
311,"Subha Flats Medavakkam,Ranganathapuram, Medavakkam,Chennai",1035,5700000,5646950.0
312,"Rani Anna Nagar, Thiruverkkadu,Chennai",1066,5500000,5513010.0
313,"Sai Ganesh Nagar, Jalladian Pet,Chennai",1207,6500000,6498600.0
314,"Veppampattu, Chennai",999,3900000,3904000.0
315,"Kk Nagar, Mangadu,Chennai",1200,7300000,7306000.0
316,"Veppampattu, Chennai",680,2700000,2698000.0
317,"Bharathidasan Colony, Kk Nagar,Chennai",831,9500000,9491000.0
318,"Dev Appartments Puzuthivakkam ,Puzhuthivakkam, Madipakkam,Chennai",1000,9900000,9897000.0
319,"Madambakkam, Chennai",693,3440000,3431100.0
320,"Padhuvancherry, Madambakkam,Chennai",832,4200000,4191960.0
321,"Arasankazhani, Sithalapakkam,Chennai",1405,7500000,7510000.0
322,"Brics Ambattur,Vivek Nagar, Ambattur,Chennai",865,5100000,5111600.0
323,"Janaki Flats,Perungalathur, Chennai",936,7000000,6989000.0
324,"Natesan Nagar, Madhavaram,Chennai",1100,4700000,4703000.0
325,"Pallikaranai, Chennai",1346,9000000,9002950.0
326,"Suriyammapet, Saidapet,Chennai",700,6000000,6000000.0
327,"Balaji Nagar, Perungalathur,Chennai",834,4500000,4490500.0
328,"Iyyapa Nagar, Chennai",619,2850000,2873500.0
329,"Maraimalai Nagar, Chennai",800,3600000,3604200.0
330,"Kamdar Nagar, Nungambakkam,Chennai",1150,13500000,13472000.0
331,"Agastheeswarar Nagar, Pozhichalur,Chennai",898,3900000,3918000.0
332,"Avadi, Chennai",700,3800000,3802500.0
333,"Thiruvenkatapuram, Choolaimedu,Chennai",1260,11000000,10869000.0
334,"Avadi, Chennai",735,3000000,2998550.0
335,"Parthasarathy Puram, T Nagar,Chennai",990,11500000,11489000.0
336,"Thirumangalam, Anna Nagar West,Chennai",890,10700000,10698000.0
337,"Thirumangalam, Anna Nagar West,Chennai",890,10700000,10688000.0
338,"Kannan Colony, Pazhavanthangal,Chennai",595,7330000,7363300.0
339,"Shiradi,Shakthi Nagar, Kodambakkam,Chennai",1170,12000000,12243000.0
340,"Sadasivam Nagar, Sembakkam,Chennai",913,5300000,5301000.0
341,"Suyambu Ganapathi Apartment,Cit Nagar, Chennai",1300,19400000,19480000.0
342,"Kilpauk, Chennai",970,5800000,5791500.0
343,"Vanuvampet, Madipakkam,Chennai",755,5950000,5958450.0
344,"Selaiyur, Chennai",840,4500000,4500430.0
345,"Murugan Nagar, Kolathur,Chennai",656,4000000,3998000.0
346,"Korattur Tank, Korattur,Chennai",656,3800000,3787500.0
347,"Veppampattu, Chennai",950,3900000,3896560.0
348,"Happy Homes Nangallur,I Cross Extension, Nanganallur,Chennai",650,6774000,6797300.0
349,"Rajaji Nagar, Villivakkam,Chennai",778,5900000,5902140.0
350,"Nungambakkam, Chennai",2700,47000000,46360000.0
351,"Kamaraj Nagar, Choolaimedu,Chennai",7094,70000000,69817000.0
352,"Bhuvana Enclave,Sadasivam Nagar, Madipakkam,Chennai",920,4800000,4788500.0
353,"Prashanthi Avanue Ayapakkam,Teachers Colony, Ambattur,Chennai",1075,6200000,6235000.0
354,"Aspiran Garden Colony, Kilpauk,Chennai",2500,25000000,24970000.0
355,"Mahindra World City, Chennai",1000,2900000,2896500.0
356,"Sendhur Tower Alwarpet ,Sri Ram Nagar, Alwarpet,Chennai",1350,16000000,16042000.0
357,"Veppampattu, Chennai",900,3400000,3418700.0
358,"Urapakkam, Chennai",660,2700000,2701000.0
359,"Guduvancheri, Chennai",1577,6000000,5973000.0
360,"New Construction,Pallikaranai, Chennai",800,5800000,5799800.0
361,"Thiruvenkada Nagar, Thirunindravur,Chennai",850,4200000,4190090.0
362,"Rajakilpakkam, Chennai",510,3000000,2985300.0
363,"Rajnis Gopala ,Avvai Nagar, Choolaimedu,Chennai",828,6000000,5995000.0
364,"Kondithope, George Town,Chennai",1100,9000000,8993000.0
365,"Veppampattu, Chennai",872,3500000,3507000.0
366,"Prakash Nagar, Ponniammanmedu,Chennai",1000,12500000,12470000.0
367,"Veppampattu, Chennai",888,3850000,3885000.0
368,"Naveen Builders,Rajakilpakkam, Chennai",880,4500000,4501070.0
369,"Potheri,Srm Nagar, Kattankulathur,Chennai",700,3300000,3310400.0
370,"Cheran Nagar, Perumbakkam,Chennai",1100,6000000,5997000.0
371,"Surya Nagar, Kotturpuram,Chennai",858,8500000,8523000.0
372,"Sakthi Avenue, Gerugambakkam,Chennai",1100,6800000,6799000.0
373,"Veppampattu, Chennai",1500,6450000,6463970.0
374,"Veppampattu, Chennai",900,3300000,3308500.0
375,"Kamaraj Nagar, Choolaimedu,Chennai",1500,6000000,6000000.0
376,"Akash Nagar, Tharapakkam,Chennai",790,4000000,4001000.0
377,"Ambiente Paradise ,Mel Ayanambakkam, Kil Ayanambakkam,Chennai",1047,5500000,5511510.0
378,"Adharsh Shelter,Tiru Vi Ka Nagar, Perambur,Chennai",750,5000000,5031140.0
379,"Purasawalkam, Chennai",2500,20000000,19892000.0
380,"Veppampattu, Chennai",999,4000000,3982300.0
381,"Marya Nivas Hr Sec School ,Prem Nagar, Pozhichalur,Chennai",991,4000000,3994800.0
382,"Pallikaranai, Chennai",1136,6000000,6028850.0
383,"Ganga Foundation ,Periyar Nagar, Perambur,Chennai",747,5200000,5194790.0
384,"Veppampattu, Chennai",1096,3900000,3875000.0
385,"Parthasarathy Puram, T Nagar,Chennai",1100,11000000,10968000.0
386,"Ambattur, Chennai",839,5200000,5196500.0
387,"Nesamani Nagar, Perumbakkam,Chennai",905,4600000,4602300.0
