PROPERTY_ID,LOCATION,TOTAL_AREA,PRICE,PREDICTED_PRICE
3541,"Veer Sandra, Electronic City Phase Ii,Bangalore",1900,8990000,8995700.0
3542,"Omkar Nagar, Arakere,Bangalore",1400,8000000,7992000.0
3543,"Canara Bank Colony, Uttarahalli Hobli,Bangalore",1100,5500000,5501000.0
3544,"Sulthangunta, Shivaji Nagar,Bangalore",1500,22500000,22419000.0
3545,"Ketkar Residency,Corporation Colony, Ulsoor,Bangalore",1175,14000000,14018000.0
3546,"Jagajyothi Layout, Gnana Bharathi,Bangalore",1400,33300000,33235000.0
3547,"Manayata Tech Park, Thanisandra,Bangalore",1500,20600000,20815000.0
3548,"Thattanahalli, Bangalore",1087,5500000,5497010.0
3549,"Kanakadasa Layout, Lingarajapuram,Bangalore",2028,17000000,17118000.0
3550,"Kaggalipura, Bangalore",950,5500000,5503000.0
3551,"Mattanahalli, Bangalore",1105,6200000,6190000.0
3552,"Shri Ram Smrithi,Mattanahalli, Bangalore",920,7500000,7496500.0
3553,"Kadumuthsandra Plantation, Bangalore",1650,8350000,8344000.0
3554,"Dodpete, Nagarathpet,Bangalore",1096,4600000,4590500.0
3555,"Jaya Nagar East, Jayanagar,Bangalore",3000,18500000,18556000.0
3556,"Tippenahalli, Bangalore",500,7200000,7155000.0
3557,"Yelahanka, Bangalore",1075,3500000,3491330.0
3558,"Cheemasandra, Bangalore",450,36000000,44758000.0
3559,"Kereguddadahalli, Chikbanavara,Bangalore",970,3500000,3516500.0
3560,"Vajarahalli, Bangalore",4000,17000000,17063000.0
3561,"Cheemasandra, Bangalore",600,46000000,49607000.0
3562,"Mattanahalli, Bangalore",1000,5000000,5003000.0
3563,"Shikaripalya, Electronic City,Bangalore",679,2700000,2697300.0
3564,"Doopanahalli, Indira Nagar,Bangalore",2000,19000000,18976000.0
3565,"Budigere, Bangalore",570,3100000,3109700.0
3566,"Bande Kodigehalli, Bangalore",2460,12000000,12042000.0
3567,"Lakshmipura, Bangalore",1200,8000000,8000000.0
3568,"Nagapura, Bangalore",1430,8200000,8184490.0
3569,"Pricen,Bommanahalli, Bangalore",1900,9000000,9007100.0
3570,"Kalasipalyam New Extension, Kalasipalayam,Bangalore",2050,16000000,16074000.0
3571,"21St Century Amina Beau Fort ,Kalasipalyam New Extension, Kalasipalayam,Bangalore",2150,16000000,16264000.0
3572,"Kenchenhalli, Rr Nagar,Bangalore",710,4500000,4487750.0
3573,"Srinivas,Srinivasa Nagar, Bangalore",900,19000000,18837000.0
3574,"Lingadheeranahalli, Bangalore",5540,4900000,4690770.0
3575,"Krushika,Lingadheeranahalli, Bangalore",5445,4500000,4446770.0
3576,"Grand Edifice,Hoskote, Bangalore",1692,6000000,5896000.0
3577,"Veeranjinappa Layout, Abbigere,Bangalore",2700,14000000,13867000.0
3578,"Ns Bhavan,Racecourse, Gandhi Nagar,Bangalore",798,8800000,8811000.0
3579,"Aditya Springs,Amrutahalli, Bangalore",1110,4600000,4579000.0
3580,"Nagashetty Halli, Rmv Extension Stage 2,Bangalore",2770,30000000,29805000.0
3581,"Saraswathi Nagar, Vijayanagar,Bangalore",3000,67000000,66580000.0
3582,"Sampangiram Nagar, Bangalore",180,3000000,2884250.0
3583,"Dasarahalli, Bangalore",1100,23000000,23145000.0
3584,"Shriram Greenfield,Bommanahalli, Bangalore",1330,8500000,8494000.0
3585,"Sagayapura, Richards Town,Bangalore",550,2700000,2692000.0
3586,"Terracon Doctors Enclave, Chandapura,Bangalore",1230,5600000,5605370.0
3587,"Abhee Prakruthi Villa ,Teachers Colony, Chandapura,Bangalore",2225,11400000,11400000.0
3588,"Self Financed Society 208 Colony, Yelahanka New Town,Bangalore",15000,22500000,25235000.0
3589,"Mattanahalli, Bangalore",1060,7500000,7492200.0
3590,"Byadralli, Bangalore",801,18000000,18036000.0
3591,"Kithaganur Colony, Bangalore",1200,8600000,8596000.0
3592,"Anekal, Bangalore",3000,10000000,10123000.0
3593,"Chelekare, Hennur,Bangalore",705,7500000,7447000.0
3594,"Bannerughatta, Bangalore",1600,6000000,5989000.0
3595,"Byadralli, Bangalore",800,18000000,18053000.0
3596,"Mukambika Nagar, Hosakerehalli,Bangalore",5000,19500000,19305000.0
3597,"Pillagana Halli, Bangalore",2100,103000000,100990000.0
3598,"Kereguddadahalli, Chikbanavara,Bangalore",900,3800000,3801000.0
3599,"Kereguddadahalli, Chikbanavara,Bangalore",900,3800000,3801000.0
3600,"Evershine North East Apartments,Gattahalli, Bangalore",1400,5900000,5888000.0
3601,"Chamundi Nagar, Hebbal,Bangalore",5000,65000000,63458000.0
3602,"Soppahalli, Bangalore",1800,6500000,6523000.0
3603,"Beml Layout, Bagalur,Bangalore",1500,12500000,12495000.0
3604,"Maruthi Layout,Pragathi Nagar, Basapura,Bangalore",1700,7000000,7043000.0
3605,"K Channasandra, Bangalore",765,6500000,6495000.0
3606,"Richmond Town, Bangalore",1630,20000000,19909000.0
3607,"Anekal, Bangalore",1960,9000000,8938000.0
3608,"Sind Apartmnet,Veer Sandra, Electronic City,Bangalore",6500,28000000,29430000.0
3609,"Sind Apartment,Electronics City Phase 1, Electronic City,Bangalore",6200,28000000,27780000.0
3610,"Hosur Municipality, Bangalore",1342,7200000,7173000.0
3611,"Allalasandra, Bangalore",560,3000000,3035150.0
3612,"Bhartiya City Nikoo Homes,Manayata Tech Park, Thanisandra,Bangalore",847,6400000,6409000.0
3613,"Bande Mutt, Kengeri Satellite Town,Bangalore",460,2200000,2138490.0
3614,"Siri Nilaya ,Siddalingaiahna Palya, Bangalore",2400,14000000,13960000.0
3615,"Doddaballapura, Bangalore",845,3500000,3496000.0
3616,"Boyalahalli, Bangalore",1800,7500000,7493000.0
3617,"Bommanahalli, Bangalore",525,3200000,3195500.0
3618,"Apoorva Dew Drops,Anjanapura 9Th Block, Anjanapura Township,Bangalore",1350,4750000,4692000.0
3619,"Mallasandra Village, T Dasarahalli,Bangalore",1400,5500000,5501500.0
3620,"Hoodi, Bangalore",600,24000000,25060000.0
3621,"Panathur, Bangalore",1420,6500000,6531000.0
3622,"Mgb Classic Layout,Terracon Doctors Enclave, Chandapura,Bangalore",1300,12500000,12535000.0
3623,"Electronic City Phase Ii, Bangalore",3500,13000000,13031000.0
3624,"Shakti Farm, Channanayakanapalya,Bangalore",1450,4800000,4788000.0
3625,"Maruthi Extension, Malur,Bangalore",2187,11000000,11012000.0
3626,"Indira Puram, Devara Jeevanahalli,Bangalore",1000,6000000,6000000.0
3627,"Magadi, Bangalore",1200,16000000,15999000.0
3628,"Sri Balaji Krupa Layout, R.K. Hegde Nagar,Bangalore",1800,18000000,18069000.0
3629,"Gulakamale, Bangalore",1600,8000000,7979500.0
3630,"Hemmigepura, Bangalore",2300,12400000,12504000.0
3631,"Muthurayya Swamy Layout, Hulimavu,Bangalore",450,3200000,3199000.0
3632,"Rajanukunte, Bangalore",1200,7500000,7500000.0
3633,"Mohan Kumar Nagar, Yeshwanthpur,Bangalore",420,3300000,3304000.0
3634,"Mattanahalli, Bangalore",1573,10200000,10197320.0
3635,"Anekal, Bangalore",5989,7500000,7033300.0
3636,"Stage 1, Btm Layout,Bangalore",1400,27600000,27537000.0
3637,"Magadi, Bangalore",1350,6200000,6200000.0
3638,"Gollarapalya Hosahalli, Bangalore",1191,6300000,6307440.0
3639,"Byagadadhenahalli, Bangalore",647,2300000,2293000.0
3640,"Kereguddadahalli, Chikbanavara,Bangalore",2200,10000000,10024000.0
3641,"Industrial Layout, Kudlu Gate,Bangalore",1766,19000000,19007000.0
3642,"Devin Paradise Enclave, Chokkanahalli,Bangalore",2860,36400000,36474000.0
3643,"Nagaland Colony, Doddabommasandra,Bangalore",600,6000000,6010000.0
3644,"Harsha Apartments,Seshagiripura, Bangalore",2500,30000000,29984000.0
3645,"Anjanapura 5Th G Block, Anjanapura Township,Bangalore",1350,8200000,8184000.0
3646,"Kereguddadahalli, Chikbanavara,Bangalore",768,3500000,3512900.0
3647,"Konadasapura, Bangalore",1404,12000000,11996000.0
3648,"Shetty Halli, Jalahalli West,Bangalore",905,6200000,6213500.0
3649,"Amco Colony, Koti Hosahalli,Bangalore",1350,6500000,6495500.0
3650,"Thavarekere, Bangalore",1200,27000000,26775000.0
3651,"Virgonagar, Aavalahalli,Bangalore",3630,37500000,37162000.0
3652,"Ddddakallasandra Metro Station,Kanakapura, Bangalore",1500,30000000,29906000.0
3653,"Scr Layout Near Anjanapura ,Anjanapura 9Th Block, Anjanapura Township,Bangalore",5000,16000000,16151000.0
3654,"Hemmigepura, Bangalore",3500,19500000,19534000.0
3655,"Ksrtc Colony, Shanti Nagar,Bangalore",1215,14500000,14465000.0
3656,"Sai Meadows, Parappana Agrahara,Bangalore",4800,19000000,18994000.0
3657,"Jnana Ganga Nagar, Bangalore",1105,9000000,8989500.0
3658,"Green Valley Apartments,Ganigarahalli, Bangalore",1350,5000000,5069500.0
3659,"Sadashiva Nagar, Armane Nagar,Bangalore",1800,13500000,13552000.0
3660,"Century,Bisuvanahalli, Bangalore",3028,16500000,16785000.0
3661,"Byagadadhenahalli, Bangalore",647,2400000,2403000.0
3662,"Battarahalli, Bangalore",600,6000000,5986000.0
3663,"Bellandur, Bangalore",4800,40000000,40007000.0
3664,"Balagere, Bangalore",1007,7600000,7591000.0
3665,"Balagere, Bangalore",1012,7500000,7499000.0
3666,"Chikkanahalli Village, Bangalore",2000,15000000,14981000.0
3667,"Inspira,Mattanahalli, Bangalore",1244,7835000,7850190.0
3668,"Bisuvanahalli, Bangalore",1075,3849000,3848000.0
3669,"Nagaland Colony, Doddabommasandra,Bangalore",6000,35000000,35460000.0
3670,"Provident,Rajanukunte, Bangalore",850,3000000,3001100.0
3671,"Mattanahalli, Bangalore",1144,2400000,2421000.0
3672,"Mattanahalli, Bangalore",1144,2400000,2410000.0
3673,"Hombegowda Nagar, Bangalore",905,8700000,8745000.0
3674,"Sri Balaji Krupa Layout, R.K. Hegde Nagar,Bangalore",3500,15000000,14930000.0
3675,"Okalipuram, Srirampuram,Bangalore",1350,28000000,27822000.0
3676,"Swamy Shivanandapuram, Shivaji Nagar,Bangalore",3000,48500000,48297000.0
3677,"Rajanukunte, Bangalore",1600,5800000,5807000.0
3678,"Popular Colony, Mangammanapalya,Bangalore",2400,8500000,8509000.0
3679,"Anantapura, Bangalore",3000,17800000,18095000.0
3680,"Hunasamaranahalli, Bangalore",1000,4500000,4504000.0
3681,"Nagashetty Halli, Rmv Extension Stage 2,Bangalore",2800,50000000,50826000.0
3682,"Marsur, Bangalore",3500,11500000,11605000.0
3683,"Meesaganahalli, Bangalore",5400,30000000,29672000.0
3684,"Eagle Ridge, Doddakammanahalli,Bangalore",1565,7500000,7615300.0
3685,"Hemmigepura, Bangalore",2460,8000000,7995270.0
3686,"Anjanapura 2Nd Block, Lal Bahadur Shastri Nagar,Bangalore",2300,11000000,11037000.0
3687,"Kalbalu, Bangalore",1950,12000000,12029000.0
3688,"Ramanagara, Bangalore",4000,27000000,27216000.0
3689,"Maruthi Layout, Hongasandra,Bangalore",1800,14000000,14005000.0
3690,"United High,Hemmigepura, Bangalore",1630,110000000,115690000.0
3691,"Mallapur, Bangalore",950,5500000,5501000.0
3692,"Nyanappana Halli, Hulimavu,Bangalore",1200,21000000,21215000.0
3693,"Ashwini Layout, Ejipura,Bangalore",1080,9200000,9209000.0
3694,"Balagere, Bangalore",3100,39000000,38855000.0
3695,"Bisuvanahalli, Bangalore",1075,4900000,4901600.0
3696,"Basavanapura, Bangalore",600,5400000,5405000.0
3697,"Bannerughatta, Bangalore",5500,75000000,74300000.0
3698,"Mahalakshmipuram Layout, Yeshwanthpur,Bangalore",6500,57000000,54973000.0
3699,"Meenakshi Layout, Kengeri,Bangalore",1500,21000000,20963000.0
3700,"Chokkanahalli, Bangalore",684,5000000,5020000.0
3701,"Chinnapa Garden, Benson Town,Bangalore",2300,40000000,40390000.0
3702,"Murphy Town, Ulsoor,Bangalore",1100,10000000,9999000.0
3703,"Yelahanka, Bangalore",2400,18000000,17934000.0
3704,"Self Financed Society 208 Colony, Yelahanka New Town,Bangalore",1800,30000000,29975000.0
3705,"Balaji Park,Mallapur, Bangalore",950,7500000,7488000.0
3706,"Veer Sandra, Electronic City,Bangalore",1159,6100000,6102940.0
3707,"Dodsworth Layout, Whitefield,Bangalore",2860,47700000,47850000.0
3708,"Mallenahalli, Bangalore",2200,11500000,11505000.0
3709,"Udayagiri, Bangalore",1530,12000000,11952000.0
3710,"Machohalli, Bangalore",3600,14000000,13906000.0
3711,"Bda Flat Aluru,Makali, Bangalore",450,1400000,1400500.0
3712,"Yelahanka Satellite Town, Bangalore",510,2700000,2683550.0
3713,"Attibele Industrial Area, Bangalore",4500,13000000,12895000.0
3714,"Yelahanka, Bangalore",864,4000000,3999480.0
3715,"Akkipete, Chickpete,Bangalore",250,13000000,11806000.0
3716,"Dodsworth Layout, Whitefield,Bangalore",733,4000000,4004760.0
3717,"Abu Apartment,Lakshmamma Layout, Jogupalya,Bangalore",800,7500000,7278500.0
3718,"Sulikere, Bangalore",4200,22500000,22420000.0
3719,"Akshaya Vana, Akshayanagar,Bangalore",850,17500000,17678000.0
3720,"Kothanur, Bangalore",1055,7500000,7505190.0
3721,"Bisuvanahalli, Bangalore",1200,6400000,6392820.0
3722,"Thirumalashettyhally, Bangalore",1200,10900000,10904000.0
3723,"Panathur, Bangalore",1012,8800000,8774000.0
3724,"M Royal County ,Bannerughatta, Bangalore",550,2400000,2400000.0
3725,"Attibele Industrial Area, Bangalore",1200,13000000,13000000.0
3726,"Harohalli, Bangalore",1200,15500000,15651000.0
3727,"Manchapanahalli, Bangalore",1200,13000000,13000000.0
3728,"Ashirvad Colony, Horamavu,Bangalore",1268,6340000,6307440.0
3729,"Gopasandra, Bangalore",4400,27100000,26636000.0
3730,"Iti Employees Layout, Mallathahalli,Bangalore",1200,22000000,21979000.0
3731,"Sarjapur, Bangalore",825,2800000,2795700.0
3732,"Jayanagar South, Bangalore",16000,1920000,2187400.0
3733,"M Vishveshvaraiah Nagar, Ramamurthy Nagar,Bangalore",7000,55000000,54761000.0
3734,"Channigarayapura, Bangalore",2162,11000000,11000000.0
3735,"Hampapura, Bangalore",1530,36000000,35830000.0
3736,"Gopasandra, Bangalore",1182,5200000,5203460.0
3737,"Vedant Alpine,Chikkathoguru Village, Bangalore",1300,13000000,12994000.0
3738,"Narayana Reddy Layout,Electronics City Phase 1, Electronic City,Bangalore",1200,16200000,16203000.0
3739,"Kashi Nagar, Byatarayanapura,Bangalore",1350,27500000,27513000.0
3740,"Siddapura, Mavalli,Bangalore",1200,18000000,18065000.0
3741,"Dodsworth Layout, Whitefield,Bangalore",1248,6800000,6799500.0
3742,"Thirumalashettyhally, Bangalore",1248,6800000,6799000.0
3743,"Lakshmipura, Bangalore",2400,6500000,6606000.0
3744,"Sipani Bliss Apt Phase Ii Location Chandapura Landmarks Greendot International School Chandapura Bus Depot Neraluru Bmtc Bus Stop Thirumagondanahalli Bmtc Bus Stop ,Terracon Doctors Enclave, Chandapura,Bangalore",530,1200000,1198480.0
3745,"Kaggalipura, Bangalore",910,5200000,5193110.0
3746,"Sondekoppa , Bangalore",950,4000000,3997780.0
3747,"Gattahalli, Bangalore",940,4800000,4788500.0
3748,"Beml Layout, Bagalur,Bangalore",2500,13000000,12972000.0
3749,"Ds Max Spark Nest,Chokkahalli, Bangalore",1200,8000000,8000000.0
3750,"Bidaraguppe, Bangalore",1126,5000000,5011000.0
3751,"Glass Factory Layout, Electronic City,Bangalore",1165,6600000,6601300.0
3752,"Vajarahalli, Bangalore",2875,24000000,24730000.0
3753,"Nelamangala, Bangalore",950,4000000,3997180.0
3754,"Harsha Layout, Kengeri Satellite Town,Bangalore",1005,5025000,5019250.0
3755,"Souharda Viola ,Veeranjinappa Layout, Abbigere,Bangalore",1270,5600000,5614000.0
3756,"Nagaland Colony, Doddabommasandra,Bangalore",4150,14000000,13788000.0
3757,"Bellandur, Bangalore",1342,8750000,8704000.0
3758,"Harsha Layout, Kengeri Satellite Town,Bangalore",950,4750000,4739020.0
3759,"Kammasandra, Electronic City,Bangalore",936,6550000,6520500.0
3760,"Kammasandra, Electronic City,Bangalore",936,6200000,6185990.0
3761,"Bangalore City Municipal Corporation Layout, Bangalore",1369,7000000,7004000.0
3762,"Meenakshi Layout, Kengeri,Bangalore",2400,21000000,20785000.0
3763,"Omkar Nagar, Bommasandra,Bangalore",878,4000000,3997520.0
3764,"Thattanahalli, Bangalore",653,1818000,1814900.0
3765,"Vishveshwaraya Nagar, Bangalore",5000,37500000,37439000.0
3766,"Harsha Layout, Kengeri Satellite Town,Bangalore",950,4750000,4742720.0
3767,"Sobha Arena,Lingadheeranahalli, Bangalore",1310,9600000,9610910.0
3768,"Mahadevapura, Bangalore",1890,15500000,15850000.0
3769,"Kolar, Bangalore",3630,30000000,30024000.0
3770,"Lingadheeranahalli, Bangalore",1025,8200000,8199000.0
3771,"Hampapura, Bangalore",1035,5600000,5585000.0
3772,"Siddhartha Nagar, 2Nd Stage,Bangalore",4500,30000000,30125000.0
3773,"Ambedkar Nagar, Whitefield,Bangalore",1147,8500000,8494250.0
3774,"Meenakshi Layout, Kengeri,Bangalore",1220,6200000,6226980.0
3775,"Sri Vandana Regency ,Kundalahalli, Brookefield,Bangalore",1060,5800000,5803490.0
3776,"Meredian Dreamz,Richmond Town, Bangalore",2054,19500000,19276000.0
3777,"Muddanahalli, Bangalore",1650,10500000,10497000.0
3778,"Anchepalya, Bangalore",1388,10200000,10219500.0
3779,"Prestige Wellington Park ,Shetty Halli, Jalahalli West,Bangalore",1757,14000000,14041000.0
3780,"Shivapura, Peenya,Bangalore",1800,12500000,12520000.0
3781,"V S Reddy Colony, Kadugodi,Bangalore",1089,12500000,12447000.0
3782,"Belathur, Bangalore",1100,5900000,5886000.0
3783,"Bannerghatta Road,Weavers Colony, Bangalore",800,5800000,5805500.0
3784,"Banashankari Stage I, Banashankari,Bangalore",2250,20000000,20189000.0
3785,"Prestige Sunnyside Elm,Bhoganhalli, Bangalore",1899,18500000,18456000.0
3786,"Peenya Ii Phase, Peenya,Bangalore",500,3200000,3200000.0
3787,"Gollarapalya Hosahalli, Bangalore",600,5800000,5800000.0
3788,"Golden Properties ,Chikka Tirupathi, Jagadenahalli,Bangalore",3040,2200000,2088480.0
3789,"Thirumalashettyhally, Bangalore",2100,15000000,14960000.0
3790,"Reliaable Tranquil,Eastwood Township, Harlur,Bangalore",2225,37500000,37615000.0
3791,"Chokkanahalli, Bangalore",1700,13000000,13026000.0
3792,"Chamundi Nagar, Hebbal,Bangalore",1350,5500000,5500000.0
3793,"7Th Phase, Jp Nagar,Bangalore",2500,9500000,9387000.0
3794,"Meenakshi Layout, Kengeri,Bangalore",2400,12400000,12459000.0
3795,"Saraswathi Nagar, Vijayanagar,Bangalore",1200,4000000,4001000.0
3796,"Devanahalli, Bangalore",620,1750000,1760300.0
3797,"Malleswaram, Bangalore",870,9500000,9521990.0
3798,"Chikkanahalli, Bangalore",1200,7000000,7000000.0
3799,"Kasavanahalli, Bangalore",1229,7700000,7700000.0
3800,"Khb Colony 5Th Block Koramangala ,Koramangala, Bangalore",4300,60000000,60455000.0
3801,"M Vishveshvaraiah Nagar, Ramamurthy Nagar,Bangalore",1000,12000000,11963000.0
3802,"Nandini Layout, Bangalore",750,8000000,8045000.0
3803,"Devanahalli, Bangalore",1200,2300000,2289520.0
3804,"Kenchanapura, Bangalore",1200,17000000,16991000.0
3805,"Prabhavathi Prajwal,Seenappa Layout, Bommanahalli,Bangalore",5200,22000000,22013000.0
3806,"Iconest,Kachanayakanahalli, Bommasandra,Bangalore",642,4200000,4197000.0
3807,"Iti Employees Layout, Mallathahalli,Bangalore",3200,22000000,21880000.0
3808,"Rayasandra, Bangalore",15000,40000000,39525000.0
3809,"Kithaganur Colony, Bangalore",3300,19500000,19395000.0
3810,"Industrial Layout, Kudlu Gate,Bangalore",800,8800000,8824000.0
3811,"Banashankari 6Th Stage 6Th Block, Bangalore",2200,11000000,11000000.0
3812,"Own Project,Harohalli, Bangalore",6500,58000000,58541000.0
3813,"Nagaland Colony, Doddabommasandra,Bangalore",3200,14000000,14155000.0
3814,"Chinnayanpalya, Wilson Garden,Bangalore",3000,18500000,18556000.0
3815,"Anchepalya, Bangalore",984,7700000,7692500.0
3816,"Soladevanahalli, Bangalore",1800,6800000,6777000.0
3817,"Yelahanka Satellite Town, Bangalore",300,1200000,1207250.0
3818,"Laxmipura, Bangalore",2000,6000000,5912000.0
3819,"Kaveri Nagar, Krishnarajapura,Bangalore",2728,118000000,120300000.0
3820,"Kengeri, Bangalore",650,5850000,5848000.0
3821,"Epip Zone, Brookefield,Bangalore",4075,23200000,22715000.0
3822,"Gavipuram Extention, Kempegowda Nagar,Bangalore",3000,42500000,44488000.0
3823,"Bande Mutt, Kengeri Satellite Town,Bangalore",850,8200000,8243000.0
3824,"Akshaya Gardens, Akshayanagar,Bangalore",600,2400000,2400000.0
3825,"Kumbalgodu, Bangalore",2500,12500000,12532000.0
3826,"Akshaya Gardens, Akshayanagar,Bangalore",600,2400000,2400000.0
3827,"Devasthanagalu, Varthur,Bangalore",1800,5264000,5487000.0
3828,"Devasthanagalu, Varthur,Bangalore",1800,4860000,4701800.0
3829,"Hosapalya, Muneshwara Nagar,Bangalore",1375,11000000,10964000.0
3830,"Rahmath Nagar, R. T. Nagar,Bangalore",1200,6000000,6000000.0
3831,"8Th Phase, Jp Nagar,Bangalore",1125,7200000,7221000.0
3832,"Adhira Homes,Bande Mutt, Kengeri Satellite Town,Bangalore",1135,5100000,5090440.0
3833,"Sarjapur, Bangalore",2400,7000000,7006000.0
3834,"Krishna Garden ,Sri Krishna Garden Layout, Rr Nagar,Bangalore",4400,31000000,30794000.0
3835,"Sarjapur, Bangalore",1200,5500000,5500000.0
3836,"Kundana, Bangalore",1589,7800000,7807500.0
3837,"Sudhama Nagar, Bangalore",1200,10000000,9998000.0
3838,"Singapura Village, Varadharaja Nagar,Bangalore",1200,15300000,15704000.0
3839,"Malimakanapura, Bangalore",1065,3300000,3327130.0
3840,"Gandhi Nagar, Kadugondanahalli,Bangalore",2300,8500000,8545000.0
3841,"Bannerughatta, Bangalore",1705,1800000,1915600.0
3842,"Meenakshi Layout, Kengeri,Bangalore",1200,6200000,6203280.0
3843,"Meenakshi Layout, Kengeri,Bangalore",1400,7800000,7814000.0
3844,"Stage 3, Indira Nagar,Bangalore",760,3400000,3444560.0
3845,"South Avenue, Gottigere,Bangalore",600,3500000,3500000.0
3846,"Guddahatti, Bangalore",3000,16000000,16385000.0
3847,"Duravani Nagar, Krishnarajapura,Bangalore",800,6000000,6000000.0
3848,"Electronic City ,Veer Sandra, Electronic City,Bangalore",2225,9800000,9866500.0
3849,"Virgonagar, Aavalahalli,Bangalore",2990,26500000,26605000.0
3850,"Harohalli, Bangalore",1665,6900000,6919000.0
3851,"Chelekare, Hennur,Bangalore",1665,6900000,6941000.0
3852,"Metro Lay Out, Nayandahalli,Bangalore",600,12000000,11977000.0
3853,"South Avenue, Gottigere,Bangalore",546,2100000,2104000.0
3854,"Dream Meadows,Epip Zone, Brookefield,Bangalore",6000,52500000,51865000.0
3855,"Siddaramana Dinne, Rajajinagar,Bangalore",2400,15000000,14979000.0
3856,"Koramangala, Bangalore",1530,47500000,46705000.0
3857,"Rayasandra, Bangalore",1200,5700000,5715360.0
3858,"Prerana ,Munnekollal, Bangalore",510,2900000,2881000.0
3859,"Newly,Yemalur, Bangalore",1800,30000000,29984000.0
3860,"7Th Phase, Jp Nagar,Bangalore",4000,28000000,27860000.0
3861,"Plama Height,Vadarpalya, Hennur,Bangalore",1700,12000000,11997000.0
3862,"Plama Height,Vadarpalya, Hennur,Bangalore",1700,12000000,11997000.0
3863,"Gunjur Village, Bangalore",2134,25000000,24986000.0
3864,"Venkateshpuram, Kadugondanahalli,Bangalore",1650,6500000,6505500.0
3865,"R.K. Hegde Nagar, Bangalore",5800,24500000,24709000.0
3866,"Kattanallur, Sannatammanahalli,Bangalore",1200,7100000,7105000.0
3867,"Kempapura Agrahara, Bangalore",3500,14500000,14260000.0
3868,"Dodsworth Layout, Whitefield,Bangalore",1165,6800000,6802000.0
3869,"Gubbalala, Subramanyapura,Bangalore",1535,12500000,12524000.0
3870,"Premier Inspira Maplewood,Belur Nagasandra, Bellandur,Bangalore",1400,9500000,9502000.0
3871,"Urban Eco Space,Sarjapur, Bangalore",1198,3600000,3580610.0
3872,"The Defence Enclave, Kothanur,Bangalore",1075,6000000,6005000.0
3873,"Lbs Nagar, Kaggadasapura,Bangalore",1000,3700000,3701500.0
3874,"Saptagiri Layout, Hosakerehalli,Bangalore",2400,10800000,10787000.0
3875,"Viven Trails Kattigenahalli Yelhanka,Kattigenahalli, Bangalore",1050,3800000,3802490.0
3876,"Mahadevapura, Bangalore",1200,6700000,6702000.0
3877,"Kaval Bairasandra, Bangalore",1000,3600000,3610500.0
3878,"Virtue Royal Nisarga ,Bande Mutt, Kengeri Satellite Town,Bangalore",800,8100000,8055800.0
3879,"Dodsworth Layout, Whitefield,Bangalore",1560,8300000,8258830.0
3880,"Konadasapura, Bangalore",1480,7600000,7572000.0
3881,"Attibele, Bangalore",3000,25900000,25981000.0
3882,"K C Krishna Reddy Layout, Margondanahalli,Bangalore",2400,9500000,9496600.0
3883,"Electronic City, Bangalore",930,2400000,2387000.0
3884,"Whitefield, Bangalore",1381,12300000,12262000.0
3885,"Mariyappanapalya,Railway Layout, Jnana Ganga Nagar,Bangalore",1200,5000000,5000000.0
3886,"Jalahalli West, Bangalore",992,7500000,7502000.0
3887,"Jinke Thimmanahalli, Varanasi,Bangalore",2800,9000000,9309730.0
3888,"Kariyammana Agrahara, Bellandur,Bangalore",1354,17500000,17400000.0
3889,"Smv Layout, Annapurneshwari Nagar,Bangalore",1386,7500000,7492000.0
3890,"Prava Kara,Siddaramana Dinne, Rajajinagar,Bangalore",1200,5500000,5500000.0
3891,"Venkateshpuram, Kadugondanahalli,Bangalore",1000,9000000,9005000.0
3892,"Ii Stage, Peenya,Bangalore",1215,8000000,8011000.0
3893,"Bannerghatta Main Road,Bannerughatta, Bangalore",550,2300000,2301710.0
3894,"Hampapura, Bangalore",1500,6800000,6814000.0
3895,"Avalahalli, Bangalore",1118,5000000,5008000.0
3896,"Dodsworth Layout, Whitefield,Bangalore",1305,8500000,8503000.0
3897,"Apartment Anekal Bangalore ,Attibele Industrial Area, Bangalore",750,3200000,3198000.0
3898,"Virch Royal City,Sai Sree Layout, Parappana Agrahara,Bangalore",800,5840000,5833200.0
3899,"Lakshmamma Layout, Banaswadi,Bangalore",900,11500000,11548000.0
3900,"Iii Stage, Rr Nagar,Bangalore",823,3400000,3416300.0
3901,"Stage 1, Kumaraswamy Layout,Bangalore",2100,10000000,10040000.0
3902,"Andrahalli, Bangalore",1200,5800000,5802000.0
3903,"Horamavu Agara, Horamavu,Bangalore",1200,6000000,6000000.0
3904,"Harohalli, Bangalore",2127,16000000,16150000.0
3905,"7Th Phase, Jp Nagar,Bangalore",1630,17200000,17204000.0
3906,"Chokkanahalli, Bangalore",1241,6800000,6814850.0
3907,"Eagle Ridge, Doddakammanahalli,Bangalore",2400,25000000,24753000.0
3908,"Kurubarahalli, Bangalore",2200,18500000,18472000.0
3909,"Choodasandra, Bangalore",800,5700000,5699600.0
3910,"Koramangala, Bangalore",5200,47500000,47807000.0
3911,"Tunganagara, Bangalore",1200,7000000,7000000.0
3912,"Rayasandra, Bangalore",800,5700000,5699600.0
3913,"Medaralli, Chikbanavara,Bangalore",1081,4700000,4694400.0
3914,"Malleswaram, Bangalore",845,9900000,9913000.0
